id_med;nome;preco;lab;uni_emb;formato;dosagem;quantidade;;;;
5694245;Quetiapina SR Zentiva;7,03;Zentiva Portugal, Lda.;10;Comp. libert. prolong.;300 mg;0;;;;
5694161;Quetiapina SR Zentiva;1,6;Zentiva Portugal, Lda.;10;Comp. libert. prolong.;50 mg;0;;;;
5694229;Quetiapina SR Zentiva;5,63;Zentiva Portugal, Lda.;10;Comp. libert. prolong.;200 mg;0;;;;
5701735;Quetiapina toLife SR;5,34;ToLife - Produtos Farmacêuticos, S.A.;10;Comp. libert. prolong.;200 mg;0;;;;
5701669;Quetiapina toLife SR;1,52;ToLife - Produtos Farmacêuticos, S.A.;10;Comp. libert. prolong.;50 mg;0;;;;
5701750;Quetiapina toLife SR;6,67;ToLife - Produtos Farmacêuticos, S.A.;10;Comp. libert. prolong.;300 mg;0;;;;
5694153;Levofloxacina Aurovitas;8,34;Generis Farmacêutica, S.A.;10;Comp. revest. p/ película;500 mg;0;;;;
5694013;Levofloxacina Aurovitas;6,51;Generis Farmacêutica, S.A.;10;Comp. revest. p/ película;250 mg;0;;;;
5723457;Dutasterida Aristo;2,47;Aristo Pharma Iberia, SL;10;Cáps. mole;0.5 mg;0;;;;
5719844;Mirtazapina Generis;2,86;Generis Farmacêutica, S.A.;10;Comp. revest. p/ película;15 mg;0;;;;
5719513;Venlafaxina Generis;3,12;Generis Farmacêutica, S.A.;10;Cáps. libert. prolong.;37.5 mg;0;;;;
2126399;Ciprofloxacina Nixin;4,34;Acino AG;8;Comp. revest. p/ película;250 mg;0;;;;
4524989;Ciprofloxacina Ciclum;5,1;Ciclum Farma Unipessoal, Lda.;8;Comp. revest. p/ película;500 mg;0;;;;
4653796;Bioquil;3,85;Laboratórios Atral, S.A.;8;Comp. revest.;200 mg;0;;;;
4090189;Ciprofloxacina Ratiopharm 250 mg Comprimidos Revestidos;4,34;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;8;Comp. revest. p/ película;250 mg;0;;;;
4091187;Ciprofloxacina Ratiopharm 500 mg Comprimidos Revestidos;4,7;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;8;Comp. revest. p/ película;500 mg;0;;;;
4706099;Ciprofloxacina Farmoz;4,34;Farmoz - Sociedade Técnico Medicinal, S.A.;8;Comp. revest. p/ película;250 mg;0;;;;
4084588;Ciprofloxacina Mylan;4,34;Mylan, Lda.;8;Comp. revest. p/ película;250 mg;0;;;;
4649596;Ciprofloxacina Megaflox 500 mg Comprimidos;5,11;Baldacci - Portugal, S.A.;8;Comp. revest.;500 mg;0;;;;
4483798;Ciprofloxacina Bluepharma;4,34;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;8;Comp. revest. p/ película;250 mg;0;;;;
4998696;Ciprofloxacina ToLife;5,16;ToLife - Produtos Farmacêuticos, S.A.;8;Comp. revest. p/ película;500 mg;0;;;;
4188488;Ciprofloxacina Basi;4,34;Laboratórios Basi - Indústria Farmacêutica, S.A;8;Comp. revest. p/ película;250 mg;0;;;;
4266599;Ciprofloxacina GP;4,34;GP - Genéricos Portugueses, Lda.;8;Comp. revest. p/ película;250 mg;0;;;;
5859095;Cefixima Generis 400 mg Comprimidos;8,42;Generis Farmacêutica, S.A.;8;Comp. revest.;400 mg;0;;;;
4484093;Ciprofloxacina Bluepharma;5,11;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;8;Comp. revest. p/ película;500 mg;0;;;;
4270195;Ciprofloxacina Labesfal;5,16;Generis Farmacêutica, S.A.;8;Comp. revest. p/ película;500 mg;0;;;;
4351086;Ofloxacina Mylan;3,85;Mylan, Lda.;8;Comp. revest. p/ película;200 mg;0;;;;
4340493;Ciprofloxacina Generis;4,34;Generis Farmacêutica, S.A.;8;Comp. revest. p/ película;250 mg;0;;;;
4340790;Ciprofloxacina Generis;5,16;Generis Farmacêutica, S.A.;8;Comp. revest. p/ película;500 mg;0;;;;
5203575;Sildenafil Jaba;22,98;Jaba Recordati, S.A.;8;Comp. revest. p/ película;50 mg;0;;;;
5203211;Sildenafil Pentafarma;34;Pentafarma - Sociedade Técnico-Medicinal, S.A.;8;Comp. revest. p/ película;50 mg;0;;;;
5204144;Sildenafil Bluepharma;34;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;8;Comp. revest. p/ película;50 mg;0;;;;
5211321;Sildenafil Krka;34;KRKA Farmacêutica, Sociedade Unipessoal, Lda.;8;Comp. revest. p/ película;50 mg;0;;;;
5202833;Sildenafil toLife;34;ToLife - Produtos Farmacêuticos, S.A.;8;Comp. revest. p/ película;50 mg;0;;;;
5202908;Sildenafil toLife;38,81;ToLife - Produtos Farmacêuticos, S.A.;8;Comp. revest. p/ película;100 mg;0;;;;
5100847;Ciprofloxacina Teva;4,34;Teva Pharma - Produtos Farmacêuticos, Lda.;8;Comp. revest. p/ película;250 mg;0;;;;
5252606;Ciprofloxacina Krka;5,16;KRKA Farmacêutica, Sociedade Unipessoal, Lda.;8;Comp. revest. p/ película;500 mg;0;;;;
5252531;Ciprofloxacina Krka;4,34;KRKA Farmacêutica, Sociedade Unipessoal, Lda.;8;Comp. revest. p/ película;250 mg;0;;;;
5242557;Sildenafil Sandoz;34;Sandoz Farmacêutica, Lda.;8;Comp.;50 mg;0;;;;
5631726;Sildenafil Mylan;26,96;Mylan, Lda.;8;Comp. revest. p/ película;50 mg;0;;;;
5631734;Sildenafil Mylan;38,81;Mylan, Lda.;8;Comp. revest. p/ película;100 mg;0;;;;
5258264;Sildenafil Actavis;32,42;Actavis Group PTC ehf.;8;Comp. revest. p/ película;50 mg;0;;;;
5255500;Sildenafil Teva;34;Teva B.V.;8;Comp. revest. p/ película;50 mg;0;;;;
5345855;Cefixima Aurobindo;7,71;Generis Farmacêutica, S.A.;8;Comp. revest. p/ película;400 mg;0;;;;
5480132;Sildenafil Zentiva;34;Zentiva Portugal, Lda.;8;Comp. revest. p/ película;50 mg;0;;;;
5718523;Tadalafil toLife;32;ToLife - Produtos Farmacêuticos, S.A.;8;Comp. revest. p/ película;20 mg;0;;;;
5718473;Tadalafil toLife;32;ToLife - Produtos Farmacêuticos, S.A.;8;Comp. revest. p/ película;10 mg;0;;;;
5757877;Vardenafil Krka;48,53;KRKA d.d., Novo mesto;8;Comp. revest. p/ película;20 mg;0;;;;
5757851;Vardenafil Krka;22,06;KRKA d.d., Novo mesto;8;Comp. revest. p/ película;10 mg;0;;;;
5678966;Ciprofloxacina Aurovitas;4,34;Generis Farmacêutica, S.A.;8;Comp. revest. p/ película;250 mg;0;;;;
5738869;Tadalafil Pentafarma;38,48;Pentafarma - Sociedade Técnico-Medicinal, S.A.;8;Comp. revest. p/ película;20 mg;0;;;;
2845998;Fluconazol Alter;8,8;Alter, S.A.;7;Cáps.;50 mg;0;;;;
2846293;Fluconazol Reforce;8,8;Farmoz - Sociedade Técnico Medicinal, S.A.;7;Cáps.;50 mg;0;;;;
2846590;Fluconazol Supremase 50 mg Cápsulas;10,99;Pentafarma - Sociedade Técnico-Medicinal, S.A.;7;Cáps.;50 mg;0;;;;
4977294;Fluconazol Reforce;23,89;Farmoz - Sociedade Técnico Medicinal, S.A.;7;Cáps.;200 mg;0;;;;
4977492;Fluconazol Supremase 200 mg Cápsulas;31;Pentafarma - Sociedade Técnico-Medicinal, S.A.;7;Cáps.;200 mg;0;;;;
4799797;Fluconazol Farmoz 200 mg Cápsulas;22,24;Farmoz - Sociedade Técnico Medicinal, S.A.;7;Cáps.;200 mg;0;;;;
4197281;Fluconazol Gedeon Richter;10,99;Gedeon Richter, Plc.;7;Cáps.;50 mg;0;;;;
4195780;Fluconazol Ratiopharm;10,99;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;7;Cáps.;50 mg;0;;;;
4799391;Fluconazol Farmoz 50 mg Cápsulas;8;Farmoz - Sociedade Técnico Medicinal, S.A.;7;Cáps.;50 mg;0;;;;
5590393;Levofloxacina Almus;4,89;Almus, Lda.;7;Comp. revest. p/ película;250 mg;0;;;;
5590690;Levofloxacina Almus;5,48;Almus, Lda.;7;Comp. revest. p/ película;500 mg;0;;;;
5589692;Levofloxacina Cinfa;4,89;Cinfa Portugal,Lda.;7;Comp. revest. p/ película;250 mg;0;;;;
5589999;Levofloxacina Cinfa;5,48;Cinfa Portugal,Lda.;7;Comp. revest. p/ película;500 mg;0;;;;
5603691;Levofloxacina Loxadin 250 mg Comprimidos;4,58;Pentafarma - Sociedade Técnico-Medicinal, S.A.;7;Comp. revest. p/ película;250 mg;0;;;;
5604194;Levofloxacina Loxadin 500 mg Comprimidos;5,48;Pentafarma - Sociedade Técnico-Medicinal, S.A.;7;Comp. revest. p/ película;500 mg;0;;;;
5606298;Levofloxacina Farmoz 250 mg Comprimidos;4,89;Farmoz - Sociedade Técnico Medicinal, S.A.;7;Comp. revest. p/ película;250 mg;0;;;;
5606793;Levofloxacina Farmoz 500 mg Comprimidos;5,48;Farmoz - Sociedade Técnico Medicinal, S.A.;7;Comp. revest. p/ película;500 mg;0;;;;
5605696;Levofloxacina Pharmakern;5,2;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;7;Comp. revest. p/ película;500 mg;0;;;;
5138250;Buprenorfina Azevedos;3,32;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;7;Comp. sublingual;2 mg;0;;;;
5138276;Buprenorfina Azevedos;10,7;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;7;Comp. sublingual;8 mg;0;;;;
4848289;Fluconazol Generis;31,03;Generis Farmacêutica, S.A.;7;Cáps.;200 mg;0;;;;
4847588;Fluconazol Generis;10,99;Generis Farmacêutica, S.A.;7;Cáps.;50 mg;0;;;;
4848586;Fluconazol ToLife;10,99;ToLife - Produtos Farmacêuticos, S.A.;7;Cáps.;50 mg;0;;;;
5514088;Fluconazol Cinfa 50 mg Cápsulas;10,99;Cinfa Portugal,Lda.;7;Cáps.;50 mg;0;;;;
4977096;Fluconazol Alter;24,97;Alter, S.A.;7;Cáps.;200 mg;0;;;;
5161120;Levofloxacina Teva;4,89;Teva Pharma - Produtos Farmacêuticos, Lda.;7;Comp. revest. p/ película;250 mg;0;;;;
4396388;Fluconazol Sandoz;24,97;Sandoz Farmacêutica, Lda.;7;Cáps.;200 mg;0;;;;
5190418;Levofloxacina Mylan;4,89;Mylan, Lda.;7;Comp. revest. p/ película;250 mg;0;;;;
5190434;Levofloxacina Mylan;5,48;Mylan, Lda.;7;Comp. revest. p/ película;500 mg;0;;;;
5049234;Fluconazol Basi;7,69;Laboratórios Basi - Indústria Farmacêutica, S.A;7;Cáps.;50 mg;0;;;;
5049507;Fluconazol Basi;22;Laboratórios Basi - Indústria Farmacêutica, S.A;7;Cáps.;200 mg;0;;;;
5214119;Nebivolol Ratiopharm;2,44;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;7;Comp.;5 mg;0;;;;
5055462;Levofloxacina Generis;4,89;Generis Farmacêutica, S.A.;7;Comp. revest. p/ película;250 mg;0;;;;
5055561;Levofloxacina Generis;5,48;Generis Farmacêutica, S.A.;7;Comp. revest. p/ película;500 mg;0;;;;
5110325;Buprenorfina Goldfarma;9,97;Gold Farma - Comércio de Produtos Farmacêuticos, Lda.;7;Comp. sublingual;8 mg;0;;;;
5110309;Buprenorfina Goldfarma;3,32;Gold Farma - Comércio de Produtos Farmacêuticos, Lda.;7;Comp. sublingual;2 mg;0;;;;
5123211;Levofloxacina Ciclum;5,48;Ciclum Farma Unipessoal, Lda.;7;Comp. revest. p/ película;500 mg;0;;;;
5326442;Levofloxacina Bluepharma;4,61;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;7;Comp. revest. p/ película;500 mg;0;;;;
5301916;Fluconazol Krka;23,89;KRKA Farmacêutica, Sociedade Unipessoal, Lda.;7;Cáps.;200 mg;0;;;;
5301650;Fluconazol Krka;8,16;KRKA Farmacêutica, Sociedade Unipessoal, Lda.;7;Cáps.;50 mg;0;;;;
5399977;Fluconazol Aurobindo;22,24;Generis Farmacêutica, S.A.;7;Cáps.;200 mg;0;;;;
5430301;Claritromicina Aurovitas;5,31;Generis Farmacêutica, S.A.;7;Comp. libert. prolong.;500 mg;0;;;;
5399837;Fluconazol Aurobindo;7,69;Generis Farmacêutica, S.A.;7;Cáps.;50 mg;0;;;;
5591656;Candesartan Aurobindo;1,09;Generis Farmacêutica, S.A.;7;Comp.;8 mg;0;;;;
5617733;Rivastigmina Mylan;9,54;Mylan, Lda.;7;Adesivo transdérmico;4.6 mg/24 h;0;;;;
5634126;Duloxetina Krka;4,07;KRKA d.d., Novo mesto;7;Cáps. gastrorresistente;30 mg;0;;;;
5634662;Duloxetina toLife;4,07;ToLife - Produtos Farmacêuticos, S.A.;7;Cáps. gastrorresistente;30 mg;0;;;;
5601547;Moxifloxacina Mylan;11,96;Mylan, Lda.;7;Comp. revest. p/ película;400 mg;0;;;;
5625520;Rivastigmina Zentiva;9;Zentiva Portugal, Lda.;7;Adesivo transdérmico;4.6 mg/24 h;0;;;;
5638952;Levofloxacina Krka;3,95;KRKA d.d., Novo mesto;7;Comp. revest. p/ película;500 mg;0;;;;
5637657;Levofloxacina Krka;3,52;KRKA d.d., Novo mesto;7;Comp. revest. p/ película;250 mg;0;;;;
5552336;Montelucaste Ratiopharm;4,94;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;7;Granulado;4 mg;0;;;;
5557855;Rivastigmina Teva;11,63;Teva Pharma - Produtos Farmacêuticos, Lda.;7;Sistema transdérmico;4.6 mg/24 h;0;;;;
5448725;Candesartan toLife;2,68;ToLife - Produtos Farmacêuticos, S.A.;7;Comp.;8 mg;0;;;;
5550868;Levofloxacina Aristo;3,91;Aristo Pharma Iberia, SL;7;Comp. revest. p/ película;250 mg;0;;;;
5550934;Levofloxacina Aristo;4,38;Aristo Pharma Iberia, SL;7;Comp. revest. p/ película;500 mg;0;;;;
5453576;Donepezilo Bluefish;2,51;Bluefish Pharmaceuticals AB;7;Comp. revest. p/ película;5 mg;0;;;;
5602727;Moxifloxacina Krka;12,59;KRKA d.d., Novo mesto;7;Comp. revest. p/ película;400 mg;0;;;;
5674601;Etoricoxib ratiopharm;2,21;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;7;Comp. revest. p/ película;30 mg;0;;;;
5674643;Etoricoxib ratiopharm;6,41;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;7;Comp. revest. p/ película;120 mg;0;;;;
5644133;Duloxetina Pharmakern;4,07;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;7;Cáps. gastrorresistente;30 mg;0;;;;
5673231;Duloxetina Mylan;3,69;Mylan SAS;7;Cáps. gastrorresistente;30 mg;0;;;;
5656053;Duloxetina Mylan;3,69;Mylan SAS;7;Cáps. gastrorresistente;30 mg;0;;;;
5693700;Etoricoxib Pentafarma;6,08;Pentafarma - Sociedade Técnico-Medicinal, S.A.;7;Comp. revest. p/ película;120 mg;0;;;;
5691712;Etoricoxib Farmoz;1,88;Farmoz - Sociedade Técnico Medicinal, S.A.;7;Comp. revest. p/ película;30 mg;0;;;;
5691852;Etoricoxib Farmoz;5,77;Farmoz - Sociedade Técnico Medicinal, S.A.;7;Comp. revest. p/ película;120 mg;0;;;;
5693627;Etoricoxib Pentafarma;1,98;Pentafarma - Sociedade Técnico-Medicinal, S.A.;7;Comp. revest. p/ película;30 mg;0;;;;
5693809;Etoricoxib Bluepharma;1,69;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;7;Comp. revest. p/ película;30 mg;0;;;;
5693841;Etoricoxib Bluepharma;5,2;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;7;Comp. revest. p/ película;120 mg;0;;;;
5694070;Etoricoxib Pharmakern;1,78;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;7;Comp. revest. p/ película;30 mg;0;;;;
5693940;Etoricoxib Sandoz Farmacêutica;2,21;Sandoz Farmacêutica, Lda.;7;Comp. revest. p/ película;30 mg;0;;;;
5660923;Fluconazol Aurovitas;7,7;Generis Farmacêutica, S.A.;7;Cáps.;50 mg;0;;;;
5661145;Fluconazol Aurovitas;22,28;Generis Farmacêutica, S.A.;7;Cáps.;200 mg;0;;;;
5671805;Rasagilina Zentiva;9,22;Zentiva Portugal, Lda.;7;Comp.;1 mg;0;;;;
5673959;Etoricoxib Teva;2,89;Teva Pharma - Produtos Farmacêuticos, Lda.;7;Comp. revest. p/ película;60 mg;0;;;;
5673942;Etoricoxib Teva;2,21;Teva Pharma - Produtos Farmacêuticos, Lda.;7;Comp. revest. p/ película;30 mg;0;;;;
5674353;Etoricoxib Teva;4,09;Teva Pharma - Produtos Farmacêuticos, Lda.;7;Comp. revest. p/ película;90 mg;0;;;;
5673975;Etoricoxib Teva;6,41;Teva Pharma - Produtos Farmacêuticos, Lda.;7;Comp. revest. p/ película;120 mg;0;;;;
5661442;Duloxetina Zentiva;2,99;Zentiva k.s.;7;Cáps. gastrorresistente;30 mg;0;;;;
5647359;Moxifloxacina Bluepharma;10,79;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;7;Comp. revest. p/ película;400 mg;0;;;;
5662465;Etoricoxib Mylan;6,41;Mylan, Lda.;7;Comp. revest. p/ película;120 mg;0;;;;
5642012;Duloxetina Farmoz;3,89;Farmoz - Sociedade Técnico Medicinal, S.A.;7;Cáps. gastrorresistente;30 mg;0;;;;
5641972;Duloxetina Pentafarma;4,07;Pentafarma - Sociedade Técnico-Medicinal, S.A.;7;Cáps. gastrorresistente;30 mg;0;;;;
5692405;Etoricoxib Zentiva;2,09;Zentiva Portugal, Lda.;7;Comp. revest. p/ película;30 mg;0;;;;
5694146;Levofloxacina Aurovitas;5,48;Generis Farmacêutica, S.A.;7;Comp. revest. p/ película;500 mg;0;;;;
5694005;Levofloxacina Aurovitas;4,89;Generis Farmacêutica, S.A.;7;Comp. revest. p/ película;250 mg;0;;;;
5706924;Etoricoxib TAD;4,94;TAD pharma GmbH;7;Comp. revest. p/ película;120 mg;0;;;;
5704507;Etoricoxib toLife;1,44;ToLife - Produtos Farmacêuticos, S.A.;7;Comp. revest. p/ película;30 mg;0;;;;
5704606;Etoricoxib toLife;4,69;ToLife - Produtos Farmacêuticos, S.A.;7;Comp. revest. p/ película;120 mg;0;;;;
5223730;Zolmitriptano Aurovitas;11,78;Generis Farmacêutica, S.A.;6;Comp. orodispersível;2.5 mg;0;;;;
5223755;Zolmitriptano Aurovitas;20,79;Generis Farmacêutica, S.A.;6;Comp. orodispersível;5 mg;0;;;;
5223672;Zolmitriptano Aurovitas;12,23;Generis Farmacêutica, S.A.;6;Comp. revest. p/ película;2.5 mg;0;;;;
5223714;Zolmitriptano Aurovitas;22,35;Generis Farmacêutica, S.A.;6;Comp. revest. p/ película;5 mg;0;;;;
5063649;Quetiapina Mylan;1,61;Mylan, Lda.;6;Comp. revest. p/ película;25 mg;0;;;;
5045125;Mirtazapina Ciclum;2,17;Ciclum Farma Unipessoal, Lda.;6;Comp. orodispersível;15 mg;0;;;;
5248836;Mirtazapina Bluefish;1,85;Bluefish Pharmaceuticals AB;6;Comp. orodispersível;15 mg;0;;;;
5087937;Mirtazapina Aurobindo;1,81;Generis Farmacêutica, S.A.;6;Comp. orodispersível;15 mg;0;;;;
5274113;Zolmitriptano Ciclum;9,21;Ciclum Farma Unipessoal, Lda.;6;Comp.;2.5 mg;0;;;;
5277165;Zolmitriptano Ciclum;18,16;Ciclum Farma Unipessoal, Lda.;6;Comp.;5 mg;0;;;;
5361662;Zolmitriptano Ciclum;10,74;Ciclum Farma Unipessoal, Lda.;6;Comp. orodispersível;2.5 mg;0;;;;
5361712;Zolmitriptano Ciclum;18,94;Ciclum Farma Unipessoal, Lda.;6;Comp. orodispersível;5 mg;0;;;;
5374863;Zolmitriptano Zentiva;11,31;Zentiva Portugal, Lda.;6;Comp. orodispersível;2.5 mg;0;;;;
5374921;Zolmitriptano Zentiva;12,99;Zentiva Portugal, Lda.;6;Comp. revest. p/ película;2.5 mg;0;;;;
5397153;Zolmitriptano Generis Phar;12,99;Generis Phar - Promoção de Medicamentos, Unip. Lda.;6;Comp. revest. p/ película;2.5 mg;0;;;;
5399126;Zolmitriptano Generis Phar;22,35;Generis Phar - Promoção de Medicamentos, Unip. Lda.;6;Comp. revest. p/ película;5 mg;0;;;;
5399167;Zolmitriptano Generis Phar;12,17;Generis Phar - Promoção de Medicamentos, Unip. Lda.;6;Comp. orodispersível;2.5 mg;0;;;;
5399217;Zolmitriptano Generis Phar;22,35;Generis Phar - Promoção de Medicamentos, Unip. Lda.;6;Comp. orodispersível;5 mg;0;;;;
5550041;Claritromicina Generis;4,69;Generis Farmacêutica, S.A.;6;Comp. libert. modif.;500 mg;0;;;;
5572755;Claritromicina Bluepharma LP;4,49;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;6;Comp. libert. prolong.;500 mg;0;;;;
5551312;Zolmitriptano Cinfa;12,13;Cinfa Portugal,Lda.;6;Comp. orodispersível;2.5 mg;0;;;;
5551338;Zolmitriptano Cinfa;22,35;Cinfa Portugal,Lda.;6;Comp. orodispersível;5 mg;0;;;;
5563457;Zolmitriptano Labesfal Odis;11,78;Generis Farmacêutica, S.A.;6;Comp. orodispersível;2.5 mg;0;;;;
5711403;Mirtazapina Aurovitas;1,89;Generis Farmacêutica, S.A.;6;Comp. orodispersível;15 mg;0;;;;
5658349;Claritromicina Mylan;4,26;Mylan, Lda.;6;Comp. libert. modif.;500 mg;0;;;;
5021514;Fentanilo Sandoz;8,17;Sandoz Farmacêutica, Lda.;5;Sistema transdérmico;12.5 µg/h;0;;;;
5021522;Fentanilo Sandoz;9,58;Sandoz Farmacêutica, Lda.;5;Sistema transdérmico;25 µg/h;0;;;;
5021530;Fentanilo Sandoz;18,23;Sandoz Farmacêutica, Lda.;5;Sistema transdérmico;50 µg/h;0;;;;
5021548;Fentanilo Sandoz;26,89;Sandoz Farmacêutica, Lda.;5;Sistema transdérmico;75 µg/h;0;;;;
5021555;Fentanilo Sandoz;32,87;Sandoz Farmacêutica, Lda.;5;Sistema transdérmico;100 µg/h;0;;;;
5119227;Fentanilo Aurovitas;9,58;Generis Farmacêutica, S.A.;5;Sistema transdérmico;25 µg/h;0;;;;
5119235;Fentanilo Aurovitas;18,23;Generis Farmacêutica, S.A.;5;Sistema transdérmico;50 µg/h;0;;;;
5119243;Fentanilo Aurovitas;23,96;Generis Farmacêutica, S.A.;5;Sistema transdérmico;75 µg/h;0;;;;
5119250;Fentanilo Aurovitas;32,87;Generis Farmacêutica, S.A.;5;Sistema transdérmico;100 µg/h;0;;;;
5277249;Fentanilo Ciclum;18,22;Ciclum Farma Unipessoal, Lda.;5;Sistema transdérmico;50 µg/h;0;;;;
5277264;Fentanilo Ciclum;23,95;Ciclum Farma Unipessoal, Lda.;5;Sistema transdérmico;75 µg/h;0;;;;
5665302;Fentanilo Zentiva;8,43;Zentiva Portugal, Lda.;5;Adesivo transdérmico;12.5 µg/h;0;;;;
5665310;Fentanilo Zentiva;9,58;Zentiva Portugal, Lda.;5;Adesivo transdérmico;25 µg/h;0;;;;
5665328;Fentanilo Zentiva;18,23;Zentiva Portugal, Lda.;5;Adesivo transdérmico;50 µg/h;0;;;;
5665336;Fentanilo Zentiva;23,96;Zentiva Portugal, Lda.;5;Adesivo transdérmico;75 µg/h;0;;;;
5665344;Fentanilo Zentiva;32,87;Zentiva Portugal, Lda.;5;Adesivo transdérmico;100 µg/h;0;;;;
5601539;Moxifloxacina Mylan;9,44;Mylan, Lda.;5;Comp. revest. p/ película;400 mg;0;;;;
5462908;Fentanilo Mylan;6,48;Mylan, Lda.;5;Sistema transdérmico;12 µg/h;0;;;;
5462916;Fentanilo Mylan;8,74;Mylan, Lda.;5;Sistema transdérmico;25 µg/h;0;;;;
5462924;Fentanilo Mylan;16,68;Mylan, Lda.;5;Sistema transdérmico;50 µg/h;0;;;;
5462932;Fentanilo Mylan;22,95;Mylan, Lda.;5;Sistema transdérmico;75 µg/h;0;;;;
5602719;Moxifloxacina Krka;9,94;KRKA d.d., Novo mesto;5;Comp. revest. p/ película;400 mg;0;;;;
5710934;Vitodê;4,32;Laboratórios Vitória, S.A.;5;Cáps. mole;0.266 mg;0;;;;
5647342;Moxifloxacina Bluepharma;8,51;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;5;Comp. revest. p/ película;400 mg;0;;;;
5680905;Buprenorfina Ciclum;16,14;Ciclum Farma Unipessoal, Lda.;5;Adesivo transdérmico;35 µg/h;0;;;;
5680921;Buprenorfina Ciclum;27,71;Ciclum Farma Unipessoal, Lda.;5;Adesivo transdérmico;70 µg/h;0;;;;
5816988;Ácido Alendrónico Sandoz;8,24;Sandoz Farmacêutica, Lda.;4;Comp.;70 mg;0;;;;
5839196;Ácido Alendrónico ToLife 70 mg Comprimidos;6,68;ToLife - Produtos Farmacêuticos, S.A.;4;Comp. revest. p/ película;70 mg;0;;;;
5838792;Ácido Alendrónico Nozat;7,85;Baldacci - Portugal, S.A.;4;Comp. revest. p/ película;70 mg;0;;;;
5837992;Ácido Alendrónico Pentafarma;8,2;Pentafarma - Sociedade Técnico-Medicinal, S.A.;4;Comp. revest. p/ película;70 mg;0;;;;
5838396;Ácido Alendrónico Tetrafarma;6,58;Tetrafarma - Produtos Farmacêuticos, Lda.;4;Comp. revest. p/ película;70 mg;0;;;;
5314786;Itraconazol ToLife;3,46;ToLife - Produtos Farmacêuticos, S.A.;4;Cáps.;100 mg;0;;;;
5315189;Itraconazol Aurovitas;3,46;Generis Farmacêutica, S.A.;4;Cáps.;100 mg;0;;;;
5618582;Ácido Alendrónico Generis 70 mg Comprimidos;8,24;Generis Farmacêutica, S.A.;4;Comp.;70 mg;0;;;;
4892188;Itraconazol Generis 100 mg Cápsulas;3,46;Generis Farmacêutica, S.A.;4;Cáps.;100 mg;0;;;;
4892584;Itraconazol Alter 100 mg Cápsulas;3,46;Alter, S.A.;4;Cáps.;100 mg;0;;;;
5542386;Ácido Alendrónico ratiopharm;8,24;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;4;Comp.;70 mg;0;;;;
5161161;Risedronato de sódio Teva;5,03;Teva Pharma - Produtos Farmacêuticos, Lda.;4;Comp. revest. p/ película;35 mg;0;;;;
5168539;Risedronato de sódio Ciclum;5,01;Ciclum Farma Unipessoal, Lda.;4;Comp. revest. p/ película;35 mg;0;;;;
5480280;Ácido Alendrónico Teva;4;Teva Pharma - Produtos Farmacêuticos, Lda.;4;Comp.;70 mg;0;;;;
5168570;Risedronato de sódio Mylan;4,72;Mylan, Lda.;4;Comp. revest. p/ película;35 mg;0;;;;
5563382;Ácido Alendrónico Ciclum;4;Ciclum Farma Unipessoal, Lda.;4;Comp.;70 mg;0;;;;
5565783;Itraconazol Ratiopharm 100 mg Cápsulas;3,46;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;4;Cáps.;100 mg;0;;;;
5123336;Risedronato de sódio Alter;5,86;Alter, S.A.;4;Comp. revest. p/ película;35 mg;0;;;;
5124813;Risedronato de sódio GP;9,97;GP - Genéricos Portugueses, Lda.;4;Comp. revest. p/ película;35 mg;0;;;;
5124847;Risedronato de sódio Farmoz;5,86;Farmoz - Sociedade Técnico Medicinal, S.A.;4;Comp. revest. p/ película;35 mg;0;;;;
5124763;Risedronato de sódio Pharmakern;9,95;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;4;Comp. revest.;35 mg;0;;;;
5207048;Risedronato de sódio Sandoz;9,09;Sandoz Farmacêutica, Lda.;4;Comp. revest. p/ película;35 mg;0;;;;
